Segment,VADER_Positive,VADER_Neutral,VADER_Negative
2024-12-04 09:30:00,0.14666666666666667,0.8039999999999999,0.04966666666666667
2024-12-04 09:35:00,0.0,0.0,0.0
2024-12-04 09:40:00,0.0,0.0,0.0
2024-12-04 09:45:00,0.0,0.0,0.0
2024-12-04 09:50:00,0.0,0.0,0.0
2024-12-04 09:55:00,0.0,0.0,0.0
2024-12-04 10:00:00,0.0,0.0,0.0
2024-12-04 10:05:00,0.0,0.0,0.0
2024-12-04 10:10:00,0.0,0.0,0.0
2024-12-04 10:15:00,0.0,0.0,0.0
2024-12-04 10:20:00,0.0,0.0,0.0
2024-12-04 10:25:00,0.0,0.0,0.0
2024-12-04 10:30:00,0.0,0.0,0.0
2024-12-04 10:35:00,0.0,0.0,0.0
2024-12-04 10:40:00,0.0,1.0,0.0
2024-12-04 10:45:00,0.0,0.0,0.0
2024-12-04 10:50:00,0.0,0.0,0.0
2024-12-04 10:55:00,0.0,0.0,0.0
2024-12-04 11:00:00,0.0,0.0,0.0
2024-12-04 11:05:00,0.213,0.749,0.038
2024-12-04 11:10:00,0.0,0.0,0.0
2024-12-04 11:15:00,0.0,0.0,0.0
2024-12-04 11:20:00,0.213,0.753,0.034
2024-12-04 11:25:00,0.0,0.0,0.0
2024-12-04 11:30:00,0.0,0.0,0.0
2024-12-04 11:35:00,0.0,0.0,0.0
2024-12-04 11:40:00,0.0,0.0,0.0
2024-12-04 11:45:00,0.0,0.0,0.0
2024-12-04 11:50:00,0.0,0.0,0.0
2024-12-04 11:55:00,0.0,0.0,0.0
2024-12-04 12:00:00,0.0,0.0,0.0
2024-12-04 12:05:00,0.0,0.0,0.0
2024-12-04 12:10:00,0.0,0.0,0.0
2024-12-04 12:15:00,0.0,0.0,0.0
2024-12-04 12:20:00,0.0,0.0,0.0
2024-12-04 12:25:00,0.0,0.0,0.0
2024-12-04 12:30:00,0.0,0.0,0.0
2024-12-04 12:35:00,0.0,0.0,0.0
2024-12-04 12:40:00,0.0,0.0,0.0
2024-12-04 12:45:00,0.0,0.0,0.0
2024-12-04 12:50:00,0.0,0.0,0.0
2024-12-04 12:55:00,0.0,0.0,0.0
2024-12-04 13:00:00,0.0,0.0,0.0
2024-12-04 13:05:00,0.0,0.0,0.0
2024-12-04 13:10:00,0.0,0.0,0.0
2024-12-04 13:15:00,0.0,0.0,0.0
2024-12-04 13:20:00,0.0,0.0,0.0
2024-12-04 13:25:00,0.0,0.0,0.0
2024-12-04 13:30:00,0.0,0.762,0.238
2024-12-04 13:35:00,0.0,0.0,0.0
2024-12-04 13:40:00,0.0,0.0,0.0
2024-12-04 13:45:00,0.0,0.0,0.0
2024-12-04 13:50:00,0.0,0.0,0.0
2024-12-04 13:55:00,0.0,0.0,0.0
2024-12-04 14:00:00,0.0,0.0,0.0
2024-12-04 14:05:00,0.0,0.0,0.0
2024-12-04 14:10:00,0.0,0.0,0.0
2024-12-04 14:15:00,0.0,0.0,0.0
2024-12-04 14:20:00,0.0,0.0,0.0
2024-12-04 14:25:00,0.0,0.0,0.0
2024-12-04 14:30:00,0.0,0.0,0.0
2024-12-04 14:35:00,0.0,0.0,0.0
2024-12-04 14:40:00,0.0,0.0,0.0
