Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-02 09:30:00,237.27000427246094,239.60000610351562,237.16000366210938,239.30499267578125,6822154,0.0,0.0
2024-12-02 10:00:00,239.27999877929688,240.27999877929688,238.97000122070312,240.27000427246094,4321088,0.0,0.0
2024-12-02 10:30:00,240.27000427246094,240.7899932861328,239.8000030517578,240.08999633789062,3195647,0.0,0.0
2024-12-02 11:00:00,240.08999633789062,240.24000549316406,239.44000244140625,239.8300018310547,2769674,0.0,0.0
2024-12-02 11:30:00,239.8271942138672,240.0,239.36000061035156,239.95579528808594,1589432,0.0,0.0
2024-12-02 12:00:00,239.9499969482422,240.1999969482422,239.75999450683594,239.8300018310547,1260943,0.0,0.0
2024-12-02 12:30:00,239.83999633789062,240.0,239.50999450683594,239.51010131835938,1107353,0.0,0.0
2024-12-02 13:00:00,239.50999450683594,239.72000122070312,239.24000549316406,239.44000244140625,2491672,0.0,0.0
2024-12-02 13:30:00,239.4199981689453,239.50999450683594,239.02999877929688,239.1488037109375,1225025,0.0,0.0
2024-12-02 14:00:00,239.14010620117188,239.4197998046875,239.02999877929688,239.3300018310547,1147069,0.0,0.0
2024-12-02 14:30:00,239.3300018310547,239.6699981689453,239.25010681152344,239.63999938964844,1172559,0.0,0.0
2024-12-02 15:00:00,239.63999938964844,239.83999633789062,239.33999633789062,239.7899932861328,1325014,0.0,0.0
2024-12-02 15:30:00,239.7899932861328,239.94000244140625,239.0500030517578,239.60000610351562,3858894,0.0,0.0
2024-12-03 09:30:00,239.9199981689453,240.9199981689453,238.90029907226562,240.88999938964844,5378912,0.0,0.0
2024-12-03 10:00:00,240.86000061035156,241.36990356445312,240.36000061035156,240.47000122070312,3169396,0.0,0.0
2024-12-03 10:30:00,240.47500610351562,241.24000549316406,240.4499969482422,241.1905059814453,2412482,0.0,0.0
2024-12-03 11:00:00,241.19000244140625,241.33999633789062,240.80999755859375,241.3300018310547,1549854,0.0,0.0
2024-12-03 11:30:00,241.3300018310547,241.53799438476562,240.98199462890625,241.41000366210938,1841667,0.0,0.0
2024-12-03 12:00:00,241.41000366210938,241.63499450683594,241.2100067138672,241.26499938964844,1311025,0.0,0.0
2024-12-03 12:30:00,241.26499938964844,241.6999053955078,241.14500427246094,241.66859436035156,1150271,0.0,0.0
2024-12-03 13:00:00,241.66009521484375,241.69790649414062,241.32000732421875,241.4199981689453,1007273,0.0,0.0
2024-12-03 13:30:00,241.4199981689453,241.82000732421875,241.34500122070312,241.72500610351562,1225606,0.0,0.0
2024-12-03 14:00:00,241.72500610351562,242.1699981689453,241.6699981689453,242.14999389648438,2086055,0.0,0.0
2024-12-03 14:30:00,242.15499877929688,242.4600067138672,242.05999755859375,242.3800048828125,1650465,0.0,0.0
2024-12-03 15:00:00,242.3800048828125,242.3800048828125,241.85000610351562,242.05320739746094,1624014,0.0,0.0
2024-12-03 15:30:00,242.05999755859375,242.7550048828125,242.05999755859375,242.6300048828125,3704333,0.0,0.0
2024-12-04 09:30:00,242.8800048828125,243.8800048828125,242.50999450683594,243.57000732421875,4930111,0.0,0.0
2024-12-04 10:00:00,243.5399932861328,244.10499572753906,243.14999389648438,243.4499969482422,3479754,0.0,0.0
2024-12-04 10:30:00,243.44000244140625,243.69000244140625,243.17999267578125,243.46499633789062,1828433,0.0,0.0
2024-12-04 11:00:00,243.47000122070312,243.82000732421875,242.85000610351562,242.90499877929688,1647831,0.0,0.0
2024-12-04 11:30:00,242.90499877929688,242.90989685058594,242.11000061035156,242.5,5102523,0.0,0.0
2024-12-04 12:00:00,242.47999572753906,242.48500061035156,241.25,242.03990173339844,2080891,0.0,0.0
2024-12-04 12:30:00,242.0399932861328,242.5,241.63999938964844,242.3686981201172,1203997,0.0,0.0
2024-12-04 13:00:00,242.36500549316406,242.50999450683594,242.2100067138672,242.25869750976562,985903,0.0,0.0
2024-12-04 13:30:00,242.24000549316406,242.8800048828125,241.92999267578125,242.50999450683594,1196660,0.0,0.0
2024-12-04 14:00:00,242.52499389648438,243.17640686035156,242.38999938964844,243.07000732421875,1858792,0.0,0.0
2024-12-04 14:30:00,243.05999755859375,243.125,242.77999877929688,242.91009521484375,1523642,0.0,0.0
2024-12-04 15:00:00,242.91000366210938,243.0500030517578,242.8300018310547,242.98500061035156,1228008,0.0,0.0
